,original_title,genre,release_year,runtime,prediction
2110,The Wedding Date,"Comedy,Romance",2005,88,0.0
2111,Halloween Resurrection,"Horror,Thriller",2002,94,0.0
2112,The Princess Bride,"Adventure,Family,Fantasy,Comedy,Romance",1987,98,0.0
2113,The Great Debaters,Drama,2007,126,1.0
2114,Drive,"Drama,Action,Thriller,Crime",2011,100,0.0
2115,Confessions of a Teenage Drama Queen,Comedy,2004,89,1.0
2116,The Object of My Affection,"Comedy,Drama,Romance",1998,111,0.0
2117,28 Weeks Later,"Horror,Thriller,Science Fiction",2007,100,0.0
2118,When the Game Stands Tall,Drama,2014,115,1.0
2119,Because of WinnDixie,"Comedy,Drama,Family",2005,106,0.0
2120,Love & Basketball,"Action,Comedy,Drama,Romance",2000,124,1.0
2121,All About Steve,Comedy,2009,99,1.0
2122,The Craft,"Drama,Fantasy,Horror,Thriller",1996,101,1.0
2123,Match Point,"Drama,Thriller,Crime,Romance",2005,124,0.0
2124,The Remains of the Day,"Drama,Romance",1993,134,0.0
2125,Boogie Nights,Drama,1997,155,0.0
2126,Flicka,Drama,2006,95,0.0
2127,Urban Legends Final Cut,Horror,2000,97,0.0
2128,The Marine,"Action,Adventure,Drama,Thriller",2006,92,0.0
2129,Keanu,"Action,Comedy",2016,94,1.0
2130,Country Strong,"Drama,Romance",2010,117,1.0
2131,Disturbing Behavior,"Mystery,Horror,Science Fiction",1998,84,1.0
2132,The Place Beyond the Pines,"Drama,Crime",2013,140,1.0
2133,The November Man,"Crime,Action,Thriller",2014,108,1.0
2134,The Hurt Locker,"Drama,Thriller,War",2008,131,1.0
2135,Firestarter,"Fantasy,Drama,Horror,Action,Thriller",1984,114,1.0
2136,Killing Them Softly,"Crime,Thriller",2012,97,0.0
2137,A Most Wanted Man,Thriller,2014,121,0.0
2138,U2 3D,"Music,Documentary",2007,85,1.0
2139,Highlander Endgame,"Action,Fantasy,Science Fiction",2000,87,1.0
2140,One Day,"Drama,Romance",2011,107,1.0
2141,Whip It,Drama,2009,111,0.0
2142,Knockaround Guys,"Crime,Thriller",2001,92,1.0
2143,The Man with the Iron Fists,Action,2012,96,0.0
2144,Home Fries,"Drama,Comedy,Romance",1998,93,0.0
2145,Raise Your Voice,"Music,Drama,Romance",2004,103,1.0
2146,The Big Lebowski,"Comedy,Crime",1998,117,1.0
2147,Black Snake Moan,Drama,2006,116,1.0
2148,Dark Blue,"Action,Crime,Drama,Thriller",2002,118,1.0
2149,A Mighty Heart,"Drama,Thriller",2007,100,1.0
2150,Whatever It Takes,"Drama,Comedy,Romance",2000,94,0.0
2151,Boat Trip,Comedy,2002,94,1.0
2152,In Bruges,"Comedy,Drama,Crime",2008,107,0.0
2153,The Rocker,"Comedy,Music",2008,102,0.0
2154,Post Grad,Comedy,2009,89,1.0
2155,Promised Land,Drama,2012,106,1.0
2156,Whatever Works,"Comedy,Romance",2009,92,1.0
2157,The In Crowd,Thriller,2000,105,0.0
2158,The Three Burials of Melquiades Estrada,"Adventure,Crime,Drama,Mystery,Western",2005,121,0.0
2159,Kiss Kiss Bang Bang,"Action,Comedy,Crime,Mystery",2005,103,1.0
2160,Idle Hands,"Thriller,Comedy,Horror",1999,92,1.0
2161,Mulholland Drive,"Thriller,Drama,Mystery",2001,147,0.0
2162,Never Let Me Go,"Drama,Romance,Science Fiction",2010,104,0.0
2163,Transsiberian,"Thriller,Crime,Mystery",2008,111,1.0
2164,Funny Games,"Horror,Thriller,Crime",2007,112,0.0
2165,Things to Do in Denver When You're Dead,"Drama,Crime",1995,116,1.0
2166,Centurion,"Adventure,Action,Drama",2010,97,0.0
2167,Silent Trigger,"Drama,Action,Thriller",1996,93,0.0
2168,The Midnight Meat Train,"Mystery,Drama,Crime,Thriller,Horror",2008,98,0.0
2169,All The Queen's Men,"Action,Comedy,Drama,History",2001,99,0.0
2170,The Good Night,"Comedy,Drama,Romance,Fantasy,Music",2007,93,0.0
2171,Khumba,"Animation,Adventure,Family",2013,85,1.0
2172,Groundhog Day,"Romance,Fantasy,Drama,Comedy",1993,101,1.0
2173,Magic Mike XXL,"Comedy,Drama,Music",2015,115,0.0
2174,Romeo + Juliet,"Drama,Romance",1996,120,1.0
2175,Unforgiven,Western,1992,131,1.0
2176,Slumdog Millionaire,"Drama,Romance",2008,120,1.0
2177,Fatal Attraction,"Drama,Romance,Thriller",1987,119,1.0
2178,Pretty Woman,"Romance,Comedy",1990,119,0.0
2179,Born on the Fourth of July,"Drama,War",1989,145,0.0
2180,Cool Runnings,Comedy,1993,98,3.0
2181,My Bloody Valentine,"Mystery,Horror",2009,101,1.0
2182,Stomp the Yard,"Drama,Music",2007,114,1.0
2183,The Spy Who Loved Me,"Adventure,Action,Thriller",1977,125,0.0
2184,Urban Legend,"Horror,Thriller",1998,99,1.0
2185,White Fang,"Action,Adventure,Drama,Family",1991,107,1.0
2186,The Iron Lady,"History,Drama",2011,105,1.0
2187,Poetic Justice,"Drama,Romance",1993,109,0.0
2188,All About the Benjamins,"Action,Adventure,Comedy",2002,95,1.0
2189,Vampire in Brooklyn,"Comedy,Horror,Romance",1995,100,0.0
2190,Exorcist II The Heretic,"Horror,Thriller,Fantasy",1977,118,0.0
2191,A Perfect Getaway,"Thriller,Mystery,Adventure",2009,98,0.0
2192,Our Family Wedding,Comedy,2010,103,0.0
2193,Tea with Mussolini,"Comedy,Drama,War",1999,117,0.0
2194,I Think I Love My Wife,"Comedy,Romance",2007,90,1.0
2195,Jason X,"Horror,Science Fiction",2001,91,1.0
2196,Head Over Heels,"Comedy,Romance",2001,86,1.0
2197,Fun Size,Comedy,2012,87,0.0
2198,Little Children,"Romance,Drama",2006,136,0.0
2199,Gossip,"Drama,Mystery,Thriller",2000,90,0.0
2200,Jefferson in Paris,"Drama,Romance",1995,139,0.0
2201,Margaret,Drama,2011,149,0.0
2202,Flipped,"Romance,Drama",2010,89,0.0
2203,Brokeback Mountain,"Drama,Romance",2005,134,2.0
2204,Far from Heaven,"Drama,Romance",2002,107,0.0
2205,Hot Tub Time Machine 2,Comedy,2015,93,1.0
2206,Quills,Drama,2000,124,0.0
2207,Seven Psychopaths,"Comedy,Crime",2012,110,1.0
2208,Under the Skin,"Thriller,Science Fiction,Drama",2014,108,1.0
2209,"Good Morning, Vietnam","Comedy,Drama,War",1987,121,0.0
2210,The Last Godfather,"Action,Comedy,Thriller",2010,100,0.0
2211,Justin Bieber Never Say Never,"Documentary,Music,Family",2011,105,0.0
2212,Black Swan,"Drama,Thriller",2010,108,1.0
2213,The Godfather Part II,"Drama,Crime",1974,200,1.0
2214,Save the Last Dance,"Drama,Family,Romance,Music",2001,112,1.0
2215,A Nightmare on Elm Street 4 The Dream Master,"Horror,Thriller",1988,99,1.0
2216,Miracles from Heaven,Drama,2016,117,0.0
2217,"Dude, Wheres My Car?",Comedy,2000,83,1.0
2218,Young Guns,"Crime,Action,Adventure,Drama,Western",1988,107,0.0
2219,St. Vincent,Comedy,2014,102,0.0
2220,About Last Night,"Comedy,Romance",2014,100,0.0
2221,10 Things I Hate About You,"Comedy,Romance,Drama",1999,97,0.0
2222,The Shallows,"Horror,Drama,Thriller",2016,86,0.0
2223,The Butterfly Effect,"Science Fiction,Thriller",2004,113,1.0
2224,Baby Geniuses,"Science Fiction,Comedy,Family",1999,97,0.0
2225,The Big Hit,"Action,Adventure,Comedy,Thriller",1998,91,1.0
2226,Child's Play 2,"Drama,Horror",1990,84,1.0
2227,No Good Deed,"Crime,Thriller",2014,83,0.0
2228,The Mist,"Science Fiction,Horror,Thriller",2007,126,1.0
2229,Ex Machina,"Drama,Science Fiction",2015,108,0.0
2230,Being John Malkovich,"Fantasy,Drama,Comedy",1999,112,0.0
2231,Earth to Echo,"Family,Adventure,Science Fiction",2014,89,1.0
2232,CrazyBeautiful,"Drama,Romance",2001,99,0.0
2233,Letters from Iwo Jima,"Action,Adventure,Drama,War",2006,141,0.0
2234,The Astronaut Farmer,"Adventure,Comedy,Drama,Science Fiction",2006,104,1.0
2235,Woo,"Comedy,Romance",1998,84,0.0
2236,Room,"Drama,Thriller",2015,117,2.0
2237,Serial Mom,"Comedy,Crime,Horror,Thriller",1994,95,0.0
2238,Dick,Comedy,1999,94,1.0
2239,54,"Music,Drama",1998,106,0.0
2240,21 & Over,Comedy,2013,93,1.0
2241,Admission,"Comedy,Drama,Romance",2013,107,1.0
2242,Chloe,"Drama,Thriller,Mystery",2009,96,1.0
2243,Faithful,"Comedy,Crime,Drama",1996,91,0.0
2244,Find Me Guilty,"Drama,Action,Comedy,Crime",2006,125,0.0
2245,The Perks of Being a Wallflower,"Drama,Romance",2012,102,1.0
2246,Excessive Force,Action,1993,87,1.0
2247,Infamous,Drama,2006,110,1.0
2248,The Vatican Tapes,"Thriller,Horror",2015,91,0.0
2249,Attack the Block,"Action,Comedy,Science Fiction",2011,88,1.0
2250,In the Land of Blood and Honey,"Drama,Romance,War",2011,127,0.0
2251,The Call,"Crime,Thriller",2013,94,1.0
2252,I Love You Phillip Morris,"Comedy,Drama,Romance",2009,98,0.0
2253,Antwone Fisher,"Drama,Romance",2002,120,0.0
2254,True Romance,"Action,Thriller,Crime,Romance",1993,120,0.0
2255,Glengarry Glen Ross,"Crime,Drama,Mystery",1992,100,0.0
2256,Sorority Row,"Horror,Mystery,Thriller",2009,101,0.0
2257,Lars and the Real Girl,"Comedy,Romance,Drama",2007,106,1.0
2258,The Boy in the Striped Pyjamas,"War,Drama",2008,94,0.0
2259,Dancer in the Dark,"Drama,Crime,Music",2000,140,0.0
2260,The Funeral,"Crime,Drama",1996,99,0.0
2261,Solitary Man,"Comedy,Drama,Romance",2009,90,1.0
2262,Machete,"Action,Comedy,Thriller",2010,105,1.0
2263,Casino Jack,"Crime,Comedy,Drama",2010,108,1.0
2264,The Land Before Time,"Animation,Adventure,Family",1988,69,0.0
2265,The Perfect Game,"Drama,Family",2010,118,0.0
2266,The Exorcist,"Drama,Horror,Thriller",1973,122,1.0
2267,Jaws,"Horror,Thriller,Adventure",1975,124,1.0
2268,American Pie,"Comedy,Romance",1999,95,1.0
2269,The Golden Child,"Action,Adventure,Comedy",1986,94,1.0
2270,Think Like a Man,"Comedy,Romance",2012,122,1.0
2271,Barbershop,"Comedy,Drama",2002,102,0.0
2272,Star Trek II The Wrath of Khan,"Action,Adventure,Science Fiction,Thriller",1982,113,1.0
2273,Ace Ventura Pet Detective,"Comedy,Mystery",1994,86,1.0
2274,WarGames,"Thriller,Science Fiction",1983,114,1.0
2275,Witness,"Crime,Drama,Romance,Thriller",1985,113,0.0
2276,Act of Valor,"Action,Thriller,War",2012,110,1.0
2277,Step Up,"Music,Drama,Romance,Crime",2006,104,0.0
2278,Jackie Brown,"Comedy,Crime,Romance",1997,154,0.0
2279,Harold & Kumar Escape from Guantanamo Bay,"Comedy,Adventure",2008,107,0.0
2280,Chronicle,"Science Fiction,Drama,Thriller",2012,84,1.0
2281,Yentl,"Music,Drama,Romance",1983,132,0.0
2282,Time Bandits,"Family,Fantasy,Science Fiction,Adventure,Comedy",1981,116,1.0
2283,Crossroads,"Action,Adventure,Comedy,Drama,Family,Music,Romance",2002,93,0.0
2284,Project X,"Comedy,Crime",2012,88,0.0
2285,Patton,"Drama,History,War",1970,172,0.0
2286,One Hour Photo,"Horror,Thriller",2002,96,0.0
2287,Quarantine,"Horror,Science Fiction,Thriller",2008,89,1.0
2288,The Eye,"Drama,Horror,Thriller",2008,98,1.0
2289,Johnson Family Vacation,"Comedy,Family",2004,97,0.0
2290,How High,Comedy,2001,93,1.0
2291,Frida,"Drama,Romance",2002,123,0.0
2292,Katy Perry Part of Me,"Documentary,Music",2012,93,0.0
2293,The Fault in Our Stars,"Romance,Drama",2014,125,0.0
2294,Rounders,"Drama,Crime",1998,121,1.0
2295,Prophecy,"Horror,Science Fiction",1979,102,0.0
2296,Stir of Echoes,"Horror,Mystery,Thriller",1999,99,0.0
2297,Philomena,Drama,2013,98,1.0
2298,Aquamarine,"Fantasy,Romance,Family,Comedy",2006,104,1.0
2299,Paper Towns,"Drama,Mystery,Romance",2015,109,1.0
2300,Nebraska,"Drama,Adventure",2013,115,0.0
2301,Max Keeble's Big Move,"Comedy,Family,Fantasy,Science Fiction",2001,86,0.0
2302,Young Adult,"Comedy,Drama",2011,94,1.0
2303,Crank,"Action,Thriller,Crime",2006,88,0.0
2304,Living Out Loud,"Comedy,Drama,Romance",1998,100,1.0
2305,Arbitrage,"Drama,Thriller",2012,100,0.0
2306,Project Almanac,"Science Fiction,Thriller",2015,106,1.0
2307,Fortress,"Action,Thriller,Science Fiction",1992,95,0.0
2308,For Your Consideration,"Comedy,Drama",2006,86,0.0
2309,Running with Scissors,"Drama,Comedy",2006,116,1.0
2310,From Justin to Kelly,"Comedy,Romance",2003,90,2.0
2311,Girl 6,Comedy,1996,108,1.0
2312,In the Cut,"Mystery,Thriller",2003,119,0.0
2313,Two Lovers,"Drama,Romance",2008,110,1.0
2314,Stoker,"Drama,Horror,Thriller",2013,99,1.0
2315,Ondine,"Drama,Romance",2009,111,1.0
2316,5 Days of War,"War,Drama",2011,113,1.0
2317,Heaven is for Real,Drama,2014,99,1.0
2318,Snatch,"Thriller,Crime",2000,103,0.0
2319,Pet Sematary,"Drama,Horror",1989,103,0.0
2320,Gremlins,"Fantasy,Horror,Comedy",1984,106,0.0
2321,Star Wars,"Adventure,Action,Science Fiction",1977,121,1.0
2322,Dirty Grandpa,Comedy,2016,102,1.0
2323,Doctor Zhivago,"Drama,Romance,War",1965,197,1.0
2324,The Fighter,Drama,2010,116,1.0
2325,Jackass Number Two,"Action,Comedy,Documentary",2006,95,0.0
2326,My Cousin Vinny,"Comedy,Drama",1992,120,1.0
2327,If I Stay,Drama,2014,106,1.0
2328,Major League,Comedy,1989,107,0.0
2329,Phone Booth,"Thriller,Drama",2002,81,0.0
2330,A Walk to Remember,"Drama,Romance",2002,101,1.0
2331,Dead Man Walking,Drama,1995,122,1.0
2332,Cruel Intentions,"Drama,Romance,Thriller",1999,97,1.0
2333,Saw VI,"Horror,Mystery",2009,90,1.0
2334,History of the World Part I,Comedy,1981,92,1.0
2335,The Secret Life of Bees,Adventure,2008,114,1.0
2336,Corky Romano,"Action,Comedy,Crime",2001,86,1.0
2337,Raising Cain,"Drama,Horror,Thriller,Crime",1992,91,1.0
2338,F.I.S.T.,"Drama,Action",1978,145,1.0
2339,Invaders from Mars,Science Fiction,1986,100,0.0
2340,Brooklyn,"Drama,Romance",2015,111,0.0
2341,Barry Lyndon,"Drama,Romance,War",1975,184,0.0
2342,Out Cold,Comedy,2001,89,0.0
2343,The Ladies Man,Comedy,2000,84,0.0
2344,Quartet,"Drama,Comedy,Romance",2012,98,1.0
2345,Tomcats,"Comedy,Romance",2001,95,1.0
2346,Frailty,"Drama,Thriller,Crime",2001,100,1.0
2347,Woman in Gold,Drama,2015,120,0.0
2348,Slackers,"Comedy,Romance",2002,86,1.0
2349,What's Eating Gilbert Grape,"Romance,Drama",1993,118,1.0
2350,The Visual Bible The Gospel of John,"Drama,History",2003,125,1.0
2351,The Perez Family,"Comedy,Drama,Romance",1995,113,0.0
2352,Inside Llewyn Davis,"Drama,Music",2013,105,0.0
2353,Return to the Blue Lagoon,"Drama,Adventure,Romance",1991,98,0.0
2354,The Molly Maguires,"Drama,History",1970,124,1.0
2355,Saw V,"Horror,Thriller,Crime",2008,92,0.0
2356,An Ideal Husband,"Drama,Comedy,Romance",1999,97,0.0
2357,2001 A Space Odyssey,"Science Fiction,Mystery,Adventure",1968,149,0.0
2358,E.T. the ExtraTerrestrial,"Science Fiction,Adventure,Family,Fantasy",1982,115,0.0
2359,In the Land of Women,"Romance,Comedy,Drama",2007,97,1.0
2360,There Goes My Baby,"Drama,Comedy",1994,99,0.0
2361,For Greater Glory  The True Story of Cristiada,"History,Drama",2012,145,1.0
2362,Good Will Hunting,Drama,1997,126,0.0
2363,Saw III,"Horror,Thriller,Crime",2006,108,0.0
2364,Stripes,"Action,Comedy",1981,106,0.0
2365,Bring It On,Comedy,2000,98,1.0
2366,The Purge Election Year,"Action,Horror,Thriller",2016,105,1.0
2367,She's All That,"Comedy,Romance",1999,95,1.0
2368,Saw IV,"Horror,Thriller,Crime",2007,93,1.0
2369,White Noise,"Drama,Horror,Thriller",2005,101,1.0
2370,Madea's Family Reunion,"Drama,Comedy,Romance",2006,110,0.0
2371,The Color of Money,Drama,1986,119,0.0
2372,The Longest Day,"Action,Drama,History,War",1962,178,0.0
2373,The Mighty Ducks,"Comedy,Family",1992,101,0.0
2374,The Grudge,"Horror,Mystery,Thriller",2004,92,1.0
2375,Happy Gilmore,Comedy,1996,92,0.0
2376,Jeepers Creepers,"Horror,Thriller",2001,90,0.0
2377,Bill & Ted's Excellent Adventure,"Adventure,Comedy,Science Fiction",1989,90,1.0
2378,Oliver!,"Drama,Family,Music",1968,153,1.0
2379,The Best Exotic Marigold Hotel,"Drama,Comedy",2011,124,1.0
2380,Recess School's Out,"Science Fiction,Animation,Comedy,Family",2001,83,0.0
2381,Mad Max Beyond Thunderdome,"Action,Adventure,Science Fiction",1985,107,1.0
2382,Commando,"Action,Adventure,Thriller",1985,90,1.0
2383,The Boy,"Horror,Mystery,Thriller",2016,97,1.0
2384,Devil,"Horror,Mystery,Thriller",2010,80,1.0
2385,Friday After Next,Comedy,2002,85,1.0
2386,Insidious Chapter 3,"Drama,Horror,Thriller",2015,97,1.0
2387,The Last Dragon,"Action,Adventure,Comedy",1985,108,1.0
2388,The Lawnmower Man,"Horror,Thriller,Science Fiction",1992,108,1.0
2389,Nick and Norah's Infinite Playlist,"Comedy,Music,Romance",2008,89,1.0
2390,Dogma,"Fantasy,Comedy,Adventure",1999,130,1.0
2391,Twilight Zone The Movie,"Drama,Fantasy,Horror,Science Fiction,Thriller",1983,101,1.0
2392,Road House,"Action,Thriller",1989,114,0.0
2393,A Low Down Dirty Shame,"Action,Comedy,Crime",1994,100,1.0
2394,Swimfan,"Drama,Thriller",2002,84,1.0
2395,Employee of the Month,"Comedy,Romance",2006,103,0.0
2396,Can't Hardly Wait,"Comedy,Drama,Romance",1998,100,1.0
2397,The Outsiders,"Crime,Drama",1983,91,1.0
2398,Pete's Dragon,"Adventure,Family,Fantasy",2016,102,1.0
2399,The Dead Zone,"Horror,Science Fiction,Thriller",1983,103,1.0
2400,Sinister 2,Horror,2015,97,0.0
2401,Sparkle,"Drama,Music",2012,116,0.0
2402,The Fourth Kind,"Mystery,Science Fiction,Thriller",2009,98,0.0
2403,Rushmore,"Comedy,Drama",1998,93,1.0
2404,Skyline,Science Fiction,2010,100,1.0
2405,The Second Best Exotic Marigold Hotel,"Drama,Comedy",2015,122,0.0
2406,Mo' Better Blues,"Drama,Romance",1990,129,1.0
2407,Tremors,"Action,Horror",1990,96,1.0
2408,Wrong Turn,"Horror,Thriller",2003,84,0.0
2409,The Long Riders,"Western,History",1980,99,1.0
2410,The Corruptor,"Action,Crime,Mystery,Thriller",1999,110,1.0
2411,Mud,Drama,2013,130,1.0
2412,Reno 911! Miami,"Action,Adventure,Comedy,Crime",2007,84,0.0
2413,My Week with Marilyn,Drama,2011,99,0.0
2414,The Matador,"Action,Comedy,Crime,Drama,Thriller",2005,96,1.0
2415,The Gift,"Thriller,Mystery",2015,108,0.0
2416,Office Space,"Comedy,Crime",1999,89,1.0
2417,Drop Dead Gorgeous,Comedy,1999,98,0.0
2418,Big Eyes,Drama,2014,105,1.0
2419,Very Bad Things,"Comedy,Crime,Thriller",1998,100,1.0
2420,Body Double,"Crime,Mystery,Horror,Thriller",1984,114,0.0
2421,MacGruber,"Action,Adventure,Comedy",2010,90,1.0
2422,Movie 43,Comedy,2013,90,0.0
2423,Seeking a Friend for the End of the World,"Comedy,Drama,Romance,Science Fiction",2012,101,1.0
2424,American History X,Drama,1998,119,1.0
2425,The Red Violin,"Drama,Thriller,Mystery,Music,Romance",1998,131,0.0
2426,Bad Words,Comedy,2013,88,0.0
2427,Run Fatboy Run,"Comedy,Romance",2007,100,0.0
2428,Heartbeeps,"Comedy,Romance,Family",1981,79,1.0
2429,Black or White,Drama,2014,121,1.0
2430,Rescue Dawn,"Adventure,Drama,War",2006,126,1.0
2431,Danny Collins,"Comedy,Drama,Music",2015,107,1.0
2432,"Jeff, Who Lives at Home","Drama,Comedy",2011,83,1.0
2433,Romeo Is Bleeding,"Action,Crime,Drama,Thriller",1993,100,0.0
2434,The Limey,"Action,Crime,Drama,Mystery,Thriller",1999,89,0.0
2435,Crash,Drama,2004,112,1.0
2436,The House of Mirth,"Drama,Romance",2000,140,0.0
2437,The Forest,"Horror,Thriller",2016,95,0.0
2438,Sphinx,"Adventure,Mystery,Thriller",1981,118,1.0
2439,While We're Young,"Comedy,Drama,Mystery",2015,97,0.0
2440,A Better Life,Drama,2011,98,0.0
2441,Gun Shy,"Action,Comedy,Romance,Thriller",2000,101,1.0
2442,The Iceman,"Thriller,Crime,Drama",2012,105,1.0
2443,Killer Joe,"Crime,Drama,Thriller",2011,102,1.0
2444,The Joneses,"Comedy,Drama",2009,96,1.0
2445,My Blueberry Nights,"Drama,Romance",2007,111,0.0
2446,Swept Away,"Comedy,Romance",2002,89,1.0
2447,"War, Inc.","Action,Adventure,Comedy,Thriller",2008,106,0.0
2448,Coriolanus,"Drama,Thriller",2011,123,0.0
2449,World's Greatest Dad,"Comedy,Romance",2009,99,0.0
2450,"An Alan Smithee Film Burn, Hollywood, Burn",Comedy,1998,86,1.0
2451,Strangerland,"Drama,Thriller",2015,111,1.0
2452,Janky Promoters,Comedy,2009,85,0.0
2453,Nurse 3D,"Horror,Thriller",2013,99,0.0
2454,Adventureland,Comedy,2009,107,0.0
2455,The Lost City,"Drama,Romance",2005,144,0.0
2456,Next Friday,Comedy,2000,98,1.0
2457,You Only Live Twice,"Action,Thriller,Adventure",1967,117,0.0
2458,Poltergeist III,"Horror,Thriller",1988,98,1.0
2459,"It's a Mad, Mad, Mad, Mad World","Action,Adventure,Comedy,Crime",1963,163,0.0
2460,Alien,"Horror,Action,Thriller,Science Fiction",1979,117,0.0
2461,The Texas Chain Saw Massacre,Horror,1974,83,0.0
2462,The Runaways,"Drama,Music",2010,106,1.0
2463,Fiddler on the Roof,"Drama,Romance",1971,181,0.0
2464,Thunderball,"Adventure,Action,Thriller",1965,130,1.0
2465,Set It Off,"Drama,Action,Crime",1996,118,1.0
2466,The Best Man,"Drama,Comedy",1999,120,1.0
2467,Child's Play,"Horror,Thriller",1988,87,0.0
2468,Sicko,Documentary,2007,123,1.0
2469,The Purge Anarchy,"Horror,Thriller",2014,104,1.0
2470,Harold & Kumar Go to White Castle,"Comedy,Adventure",2004,88,1.0
2471,Boiler Room,"Crime,Drama,Thriller",2000,118,0.0
2472,Trading Places,Comedy,1983,116,0.0
2473,Black Christmas,"Horror,Thriller",2006,84,1.0
2474,The Way of the Gun,"Action,Crime,Drama,Thriller",2000,119,0.0
2475,Igby Goes Down,"Comedy,Drama",2002,97,0.0
2476,PCU,Comedy,1994,79,1.0
2477,Gracie,Drama,2007,97,1.0
2478,Glee The Concert Movie,"Documentary,Music,Family",2011,84,0.0
2479,Princess Kaiulani,Drama,2010,130,0.0
2480,Opal Dream,"Drama,Family,Foreign",2006,86,0.0
2481,Undiscovered,"Comedy,Romance",2005,97,1.0
2482,Crocodile Dundee,"Adventure,Comedy",1986,97,1.0
2483,Awake,"Thriller,Crime,Mystery",2007,84,1.0
2484,The Lost Boys,"Horror,Comedy",1987,97,1.0
2485,Crazy Heart,"Drama,Music,Romance",2009,112,0.0
2486,The Rose,"Drama,Music,Romance",1979,125,0.0
2487,Baggage Claim,Comedy,2013,96,0.0
2488,Barbarella,Science Fiction,1968,98,1.0
2489,The Namesake,Drama,2006,122,0.0
2490,The DUFF,"Romance,Comedy",2015,100,1.0
2491,Glitter,"Drama,Romance",2001,104,0.0
2492,Bright Star,"Drama,Romance",2009,119,1.0
2493,My Name Is Khan,"Drama,Romance",2010,145,0.0
2494,All Is Lost,"Action,Adventure,Drama",2013,106,0.0
2495,Limbo,"Adventure,Drama,Thriller",1999,126,1.0
2496,The Wind That Shakes the Barley,"Drama,History,War",2006,124,0.0
2497,Quo Vadis,"Drama,History,Romance",1951,171,1.0
2498,Pulp Fiction,"Thriller,Crime",1994,154,0.0
2499,Nightcrawler,"Crime,Drama,Thriller",2014,117,1.0
2500,Club Dread,"Comedy,Horror",2004,104,1.0
2501,The Sound of Music,"Drama,Family,Music,Romance",1965,174,1.0
2502,Splash,"Comedy,Fantasy,Romance",1984,111,1.0
2503,Little Miss Sunshine,"Comedy,Drama",2006,102,0.0
2504,Stand by Me,"Crime,Drama",1986,89,1.0
2505,28 Days Later,"Horror,Thriller,Science Fiction",2002,113,0.0
2506,Escape from Alcatraz,"Crime,Drama",1979,111,1.0
2507,Brown Sugar,"Comedy,Romance",2002,109,0.0
2508,5050,"Comedy,Drama",2011,100,0.0
2509,That Awkward Moment,"Comedy,Romance",2014,94,0.0
2510,On Her Majesty's Secret Service,"Adventure,Action,Thriller",1969,142,0.0
2511,New Nightmare,"Horror,Thriller,Mystery,Fantasy",1994,112,1.0
2512,Drive Me Crazy,"Drama,Comedy,Romance,Family",1999,91,0.0
2513,Akeelah and the Bee,Drama,2006,112,0.0
2514,Half Baked,"Comedy,Crime",1998,82,1.0
2515,New in Town,Comedy,2009,97,1.0
2516,American Psycho,"Thriller,Drama,Crime",2000,102,1.0
2517,The Good Girl,"Drama,Comedy,Romance",2002,93,1.0
2518,The Boondock Saints II All Saints Day,"Action,Thriller,Crime",2009,118,1.0
2519,Easy A,Comedy,2010,92,1.0
2520,Shadow of the Vampire,"Drama,Horror",2000,92,0.0
2521,Prom,Comedy,2011,104,1.0
2522,Anomalisa,"Animation,Comedy,Drama,Romance",2015,90,1.0
2523,Another Year,"Comedy,Drama",2010,129,1.0
2524,Showdown in Little Tokyo,"Action,Thriller",1991,79,1.0
2525,It's Kind of a Funny Story,"Comedy,Drama",2010,101,0.0
2526,Prefontaine,"Drama,Romance",1997,106,0.0
2527,Begin Again,"Comedy,Music,Romance,Drama",2013,104,0.0
2528,Down in the Valley,"Drama,Romance",2005,112,0.0
2529,Brooklyn Rules,"Drama,Action,Thriller",2007,99,0.0
2530,Fido,"Romance,Comedy,Drama,Horror",2006,91,0.0
2531,Wild Target,"Action,Comedy",2010,98,0.0
2532,10th & Wolf,"Action,Crime,Drama,Mystery,Thriller",2006,107,1.0
2533,Aloft,Drama,2014,112,1.0
2534,The Death and Life of Bobby Z,"Drama,Action,Thriller,Crime",2007,97,1.0
2535,Swimming Pool,"Thriller,Crime",2003,102,0.0
2536,Driving Miss Daisy,"Comedy,Drama",1989,99,0.0
2537,Thank You for Smoking,"Comedy,Drama",2005,92,1.0
2538,Hostel Part II,Horror,2007,93,0.0
2539,An Education,"Drama,Romance",2009,100,1.0
2540,Shopgirl,"Comedy,Drama,Romance",2005,104,0.0
2541,Narc,"Action,Crime,Drama,Thriller",2002,105,1.0
2542,Men with Brooms,Comedy,2002,102,1.0
2543,The Work and the Glory,"Drama,Romance",2004,110,0.0
2544,Extract,Comedy,2009,92,1.0
2545,Albert Nobbs,Drama,2011,113,1.0
2546,The Neon Demon,"Thriller,Horror",2016,117,0.0
2547,Harry Brown,"Thriller,Crime,Drama,Action",2009,103,0.0
2548,Juno,"Comedy,Drama,Romance",2007,96,0.0
2549,Diamonds Are Forever,"Adventure,Action,Thriller",1971,120,0.0
2550,The Godfather,"Drama,Crime",1972,175,1.0
2551,Flashdance,"Drama,Music,Romance",1983,95,0.0
2552,(500) Days of Summer,"Comedy,Drama,Romance",2009,95,1.0
2553,The Piano,"Drama,Romance",1993,121,0.0
2554,Magic Mike,"Drama,Comedy",2012,110,0.0
