,original_title,genre,release_year,runtime,overview,mood
638,Austin Powers in Goldmember,Comedy,2002,1.5,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, MiniMe, team up with a new foe '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",Happy
639,Astro Boy,Animation,2009,1.5,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.",Happy
640,Jurassic Park,Adventure,1993,2.0,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go offline and the dinosaurs escape.",Happy
641,Wyatt Earp,Drama,1994,3.0,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",Happy
642,Clear and Present Danger,Action,1994,2.5,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,Happy
643,Little Man,Comedy,2006,1.5,"After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.",Happy
644,U571,Action,2000,2.0,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked Uboat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",Happy
645,The American President,Comedy,1995,2.0,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",Happy
646,The Love Guru,Comedy,2008,1.5,"Born in America and raised in an Indian ashram, Pitka returns to his native land to seek his fortune as a spiritualist and selfhelp expert. His skills are put to the test when he must get a brokenhearted hockey player's marriage back on track in time for the man to help his team win the Stanley Cup.",Happy
647,3000 Miles to Graceland,Action,2001,2.0,"It was an ingenious enough plan rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recentlyfreed excon Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy.",Happy
648,The Hateful Eight,Crime,2015,3.0,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,Happy
649,Hop,Animation,2011,1.5,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the outofwork slacker hits E.B. with his car.",Happy
650,300,Action,2006,2.0,"Based on Frank Miller's graphic novel, 300 is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",Happy
651,Meet the Fockers,Comedy,2004,2.0,"Hardtocrack exCIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet soninlawtobe, Greg Focker's parents. Unlike their happily matched offspring, the future inlaws find themselves in a situation of opposites that definitely do not attract.",Happy
652,Marley & Me,Comedy,2008,2.0,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their troubleloving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",Happy
653,The Green Mile,Fantasy,1999,3.0,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",Happy
654,Chicken Little,Animation,2005,1.5,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",Happy
655,Gone Girl,Mystery,2014,2.5,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",Happy
656,The Bourne Identity,Action,2002,2.0,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a worldclass spy  but who does he work for?",Happy
657,GoldenEye,Adventure,1995,2.0,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.,Happy
658,The General's Daughter,Crime,1999,2.0,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clearcut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",Happy
659,The Truman Show,Comedy,1998,1.5,"Truman Burbank is the star of The Truman Show, a 24houraday reality TV show that broadcasts every aspect of his life live and in color without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows including his wife and his best friend is really an actor, paid to be part of his life.",Happy
